"company","year","sales"
"골드퍼시픽","실적2020",NA
"골든센츄리","실적2017",1061
"골든센츄리","실적2018",883
"골든센츄리","실적2019",1131
"골든센츄리","실적2020",NA
"골프존","실적2017",2001
"골프존","실적2018",1987
"골프존","실적2019",2470
"골프존","실적2020",2922
"골프존뉴딘홀딩스","실적2017",2138
"골프존뉴딘홀딩스","실적2018",2230
"골프존뉴딘홀딩스","실적2019",2289
"골프존뉴딘홀딩스","실적2020",2985
"광동제약","실적2017",11416
"광동제약","실적2018",11802
"광동제약","실적2019",12383
"광동제약","실적2020",12655
"광림","실적2017",1352
"광림","실적2018",1366
"광림","실적2019",1459
"광림","실적2020",NA
"광명전기","실적2017",1016
"광명전기","실적2018",1126
"광명전기","실적2019",1319
"광명전기","실적2020",NA
"광전자","실적2017",1774
"광전자","실적2018",1769
"광전자","실적2019",1662
"광전자","실적2020",NA
"광주신세계","실적2017",1349
"광주신세계","실적2018",1352
"광주신세계","실적2019",1549
"광주신세계","실적2020",NA
"광진실업","실적2017",425
"광진실업","실적2018",436
"광진실업","실적2019",430
"광진실업","실적2020",NA
"광진윈텍","실적2017",972
"광진윈텍","실적2018",938
"광진윈텍","실적2019",954
"광진윈텍","실적2020",NA
"교보10호기업인수목적","실적2017",NA
"교보10호기업인수목적","실적2018",NA
"교보10호기업인수목적","실적2019",NA
"교보10호기업인수목적","실적2020",NA
"교보8호스팩","실적2017",NA
"교보8호스팩","실적2018",NA
"교보8호스팩","실적2019",NA
"교보8호스팩","실적2020",NA
"교보9호스팩","실적2017",NA
"교보9호스팩","실적2018",NA
"교보9호스팩","실적2019",NA
"교보9호스팩","실적2020",NA
"교보증권","실적2017",10860
"교보증권","실적2018",12501
"교보증권","실적2019",14521
"교보증권","실적2020",NA
"교촌에프앤비","실적2017",3188
"교촌에프앤비","실적2018",3391
"교촌에프앤비","실적2019",3801
"교촌에프앤비","실적2020",4377
"구영테크","실적2017",1498
"구영테크","실적2018",1952
"구영테크","실적2019",2309
"구영테크","실적2020",NA
"국도화학","실적2017",10760
"국도화학","실적2018",12806
"국도화학","실적2019",11214
"국도화학","실적2020",NA
"국동","실적2017",1916
"국동","실적2018",2196
"국동","실적2019",2231
"국동","실적2020",NA
"국보","실적2017",783
"국보","실적2018",715
"국보","실적2019",891
"국보","실적2020",NA
"국보디자인","실적2017",2707
"국보디자인","실적2018",2543
"국보디자인","실적2019",2690
"국보디자인","실적2020",NA
"국순당","실적2017",650
"국순당","실적2018",615
"국순당","실적2019",1021
"국순당","실적2020",NA
"국영지앤엠","실적2017",629
"국영지앤엠","실적2018",563
"국영지앤엠","실적2019",730
"국영지앤엠","실적2020",NA
"국일신동","실적2017",333
"국일신동","실적2018",293
"국일신동","실적2019",286
"국일신동","실적2020",NA
"국일제지","실적2017",440
"국일제지","실적2018",487
"국일제지","실적2019",839
"국일제지","실적2020",NA
"국제약품","실적2017",1233
"국제약품","실적2018",1077
"국제약품","실적2019",1111
"국제약품","실적2020",NA
"그리티","실적2017",1258
"그리티","실적2018",1193
"그리티","실적2019",1231
"그리티","실적2020",NA
"그린케미칼","실적2017",2537
"그린케미칼","실적2018",2541
"그린케미칼","실적2019",2319
"그린케미칼","실적2020",NA
"그린플러스","실적2017",463
"그린플러스","실적2018",464
"그린플러스","실적2019",488
"그린플러스","실적2020",670
"극동유화","실적2017",4901
"극동유화","실적2018",8309
"극동유화","실적2019",7956
"극동유화","실적2020",NA
"글로벌에스엠","실적2017",1047
"글로벌에스엠","실적2018",1035
"글로벌에스엠","실적2019",1093
"글로벌에스엠","실적2020",NA
"글로벌텍스프리","실적2017",330
"글로벌텍스프리","실적2018",415
"글로벌텍스프리","실적2019",598
"글로벌텍스프리","실적2020",NA
"글로본","실적2017",71
"글로본","실적2018",298
"글로본","실적2019",103
"글로본","실적2020",NA
"글로스퍼랩스","실적2017",1149
"글로스퍼랩스","실적2018",1050
"글로스퍼랩스","실적2019",707
"글로스퍼랩스","실적2020",NA
"금강공업","실적2017",6132
"금강공업","실적2018",5679
"금강공업","실적2019",5497
"금강공업","실적2020",NA
"금강철강","실적2017",1972
"금강철강","실적2018",1950
"금강철강","실적2019",1713
"금강철강","실적2020",NA
"금비","실적2017",1855
"금비","실적2018",1970
"금비","실적2019",2014
"금비","실적2020",NA
"금양","실적2017",1804
"금양","실적2018",2054
"금양","실적2019",1727
"금양","실적2020",NA
"금호산업","실적2017",12979
"금호산업","실적2018",13767
"금호산업","실적2019",15977
"금호산업","실적2020",17139
"금호석유화학","실적2017",50648
"금호석유화학","실적2018",55849
"금호석유화학","실적2019",49779
"금호석유화학","실적2020",46340
"금호에이치티","실적2017",1797
"금호에이치티","실적2018",2093
"금호에이치티","실적2019",2511
"금호에이치티","실적2020",NA
"금호전기","실적2017",1014
"금호전기","실적2018",636
"금호전기","실적2019",629
"금호전기","실적2020",NA
"금호타이어","실적2017",28764
"금호타이어","실적2018",25587
"금호타이어","실적2019",23692
"금호타이어","실적2020",20820
"금화피에스시","실적2017",2058
"금화피에스시","실적2018",2333
"금화피에스시","실적2019",2094
"금화피에스시","실적2020",2390
"기가레인","실적2017",1001
"기가레인","실적2018",1248
"기가레인","실적2019",728
"기가레인","실적2020",676
"기산텔레콤","실적2017",635
"기산텔레콤","실적2018",564
"기산텔레콤","실적2019",671
"기산텔레콤","실적2020",NA
"기신정기","실적2017",1064
"기신정기","실적2018",1190
"기신정기","실적2019",1246
"기신정기","실적2020",NA
"기아자동차","실적2017",535357
"기아자동차","실적2018",541698
"기아자동차","실적2019",581460
"기아자동차","실적2020",593966
"기업은행","실적2017",167840
"기업은행","실적2018",155279
"기업은행","실적2019",169382
"기업은행","실적2020",NA
"까뮤이앤씨","실적2017",1722
"까뮤이앤씨","실적2018",1163
"까뮤이앤씨","실적2019",2834
"까뮤이앤씨","실적2020",NA
"까스텔바작","실적2017",833
"까스텔바작","실적2018",923
"까스텔바작","실적2019",814
"까스텔바작","실적2020",NA
"깨끗한나라","실적2017",6599
"깨끗한나라","실적2018",6263
"깨끗한나라","실적2019",5942
"깨끗한나라","실적2020",NA
"나노","실적2017",731
"나노","실적2018",819
"나노","실적2019",737
"나노","실적2020",NA
"나노브릭","실적2017",60
"나노브릭","실적2018",72
"나노브릭","실적2019",78
"나노브릭","실적2020",NA
"나노스","실적2017",358
"나노스","실적2018",611
"나노스","실적2019",526
"나노스","실적2020",NA
"나노신소재","실적2017",456
"나노신소재","실적2018",522
"나노신소재","실적2019",489
"나노신소재","실적2020",NA
"나노엔텍","실적2017",238
"나노엔텍","실적2018",258
"나노엔텍","실적2019",263
"나노엔텍","실적2020",NA
"나노캠텍","실적2017",568
"나노캠텍","실적2018",472
"나노캠텍","실적2019",475
"나노캠텍","실적2020",NA
"나라엠앤디","실적2017",1409
"나라엠앤디","실적2018",1418
"나라엠앤디","실적2019",1560
"나라엠앤디","실적2020",NA
"나무가","실적2017",2576
"나무가","실적2018",3111
"나무가","실적2019",3621
"나무가","실적2020",5167
"나무기술","실적2017",600
"나무기술","실적2018",657
"나무기술","실적2019",847
"나무기술","실적2020",1035
"나스미디어","실적2017",1203
"나스미디어","실적2018",1066
"나스미디어","실적2019",1170
"나스미디어","실적2020",1107
"나우IB","실적2017",138
"나우IB","실적2018",72
"나우IB","실적2019",91
"나우IB","실적2020",NA
"나이벡","실적2017",63
"나이벡","실적2018",52
"나이벡","실적2019",93
"나이벡","실적2020",NA
"나이스디앤비","실적2017",423
"나이스디앤비","실적2018",520
"나이스디앤비","실적2019",773
"나이스디앤비","실적2020",832
"나이스정보통신","실적2017",3664
"나이스정보통신","실적2018",4150
"나이스정보통신","실적2019",4529
"나이스정보통신","실적2020",4801
"나인테크","실적2017",NA
"나인테크","실적2018",500
"나인테크","실적2019",752
"나인테크","실적2020",740
"남광토건","실적2017",1156
"남광토건","실적2018",1572
"남광토건","실적2019",2362
"남광토건","실적2020",NA
"남선알미늄","실적2017",4007
"남선알미늄","실적2018",3478
"남선알미늄","실적2019",3248
"남선알미늄","실적2020",NA
"남성","실적2017",920
"남성","실적2018",833
"남성","실적2019",730
"남성","실적2020",NA
"남양유업","실적2017",11670
"남양유업","실적2018",10797
"남양유업","실적2019",10308
"남양유업","실적2020",NA
"남해화학","실적2017",11224
"남해화학","실적2018",12427
"남해화학","실적2019",11872
"남해화학","실적2020",NA
"남화산업","실적2017",142
"남화산업","실적2018",134
"남화산업","실적2019",150
"남화산업","실적2020",NA
"남화토건","실적2017",664
"남화토건","실적2018",517
"남화토건","실적2019",537
"남화토건","실적2020",NA
"내츄럴엔도텍","실적2017",92
"내츄럴엔도텍","실적2018",89
"내츄럴엔도텍","실적2019",66
"내츄럴엔도텍","실적2020",NA
"네스엠","실적2017",307
"네스엠","실적2018",257
"네스엠","실적2019",198
"네스엠","실적2020",NA
"네오셈","실적2017",408
"네오셈","실적2018",449
"네오셈","실적2019",272
"네오셈","실적2020",NA
"네오오토","실적2017",1282
"네오오토","실적2018",1152
"네오오토","실적2019",1184
"네오오토","실적2020",NA
"네오위즈","실적2017",1740
"네오위즈","실적2018",2155
"네오위즈","실적2019",2545
"네오위즈","실적2020",2946
"네오위즈홀딩스","실적2017",1849
"네오위즈홀딩스","실적2018",2155
"네오위즈홀딩스","실적2019",2539
"네오위즈홀딩스","실적2020",NA
"네오크레마","실적2017",120
"네오크레마","실적2018",217
"네오크레마","실적2019",198
"네오크레마","실적2020",NA
"네오티스","실적2017",435
"네오티스","실적2018",452
"네오티스","실적2019",424
"네오티스","실적2020",NA
"네오팜","실적2017",536
"네오팜","실적2018",663
"네오팜","실적2019",832
"네오팜","실적2020",824
"네오펙트","실적2017",45
"네오펙트","실적2018",57
"네오펙트","실적2019",123
"네오펙트","실적2020",NA
"네온테크","실적2017",261
"네온테크","실적2018",329
"네온테크","실적2019",286
"네온테크","실적2020",NA
"네이블커뮤니케이션즈","실적2017",135
"네이블커뮤니케이션즈","실적2018",158
"네이블커뮤니케이션즈","실적2019",124
"네이블커뮤니케이션즈","실적2020",NA
"네이처셀","실적2017",272
"네이처셀","실적2018",267
"네이처셀","실적2019",231
"네이처셀","실적2020",NA
"네패스","실적2017",2850
"네패스","실적2018",2706
"네패스","실적2019",3516
"네패스","실적2020",3562
"네패스아크","실적2017",NA
"네패스아크","실적2018",NA
"네패스아크","실적2019",547
"네패스아크","실적2020",708
"넥센","실적2017",3140
"넥센","실적2018",13600
"넥센","실적2019",22913
"넥센","실적2020",NA
"넥센타이어","실적2017",19648
"넥센타이어","실적2018",19840
"넥센타이어","실적2019",20223
"넥센타이어","실적2020",17059
"넥스턴","실적2017",437
"넥스턴","실적2018",266
"넥스턴","실적2019",324
"넥스턴","실적2020",NA
"넥스트BT","실적2017",837
"넥스트BT","실적2018",877
"넥스트BT","실적2019",589
"넥스트BT","실적2020",NA
"넥스트사이언스","실적2017",157
"넥스트사이언스","실적2018",132
"넥스트사이언스","실적2019",350
"넥스트사이언스","실적2020",NA
"넥스트아이","실적2017",595
"넥스트아이","실적2018",872
"넥스트아이","실적2019",880
"넥스트아이","실적2020",NA
"넥스틴","실적2017",103
"넥스틴","실적2018",129
"넥스틴","실적2019",94
"넥스틴","실적2020",490
"넥슨지티","실적2017",493
"넥슨지티","실적2018",325
"넥슨지티","실적2019",302
"넥슨지티","실적2020",NA
"넵튠","실적2017",205
"넵튠","실적2018",182
"넵튠","실적2019",180
"넵튠","실적2020",NA
"넷게임즈","실적2017",224
"넷게임즈","실적2018",236
"넷게임즈","실적2019",285
"넷게임즈","실적2020",NA
"넷마블","실적2017",24248
"넷마블","실적2018",20213
"넷마블","실적2019",21787
"넷마블","실적2020",25566
"노랑풍선","실적2017",763
"노랑풍선","실적2018",928
"노랑풍선","실적2019",768
"노랑풍선","실적2020",NA
"노루페인트","실적2017",5514
"노루페인트","실적2018",6147
"노루페인트","실적2019",6475
"노루페인트","실적2020",NA
"노루홀딩스","실적2017",7713
"노루홀딩스","실적2018",8360
"노루홀딩스","실적2019",8843
"노루홀딩스","실적2020",8390
"노바렉스","실적2017",809
"노바렉스","실적2018",1073
"노바렉스","실적2019",1591
"노바렉스","실적2020",2251
"노바텍","실적2017",213
"노바텍","실적2018",259
"노바텍","실적2019",261
"노바텍","실적2020",797
"노터스","실적2017",293
"노터스","실적2018",372
"노터스","실적2019",460
"노터스","실적2020",NA
"녹십자","실적2017",12879
"녹십자","실적2018",13349
"녹십자","실적2019",13697
"녹십자","실적2020",14788
"녹십자랩셀","실적2017",458
"녹십자랩셀","실적2018",506
"녹십자랩셀","실적2019",579
"녹십자랩셀","실적2020",NA
"녹십자셀","실적2017",195
"녹십자셀","실적2018",296
"녹십자셀","실적2019",379
"녹십자셀","실적2020",NA
"녹십자엠에스","실적2017",984
"녹십자엠에스","실적2018",863
"녹십자엠에스","실적2019",941
"녹십자엠에스","실적2020",NA
"녹십자웰빙","실적2017",451
"녹십자웰빙","실적2018",539
"녹십자웰빙","실적2019",669
"녹십자웰빙","실적2020",NA
"녹십자홀딩스","실적2017",14655
"녹십자홀딩스","실적2018",15487
"녹십자홀딩스","실적2019",15248
"녹십자홀딩스","실적2020",NA
"녹원씨엔아이","실적2017",221
"녹원씨엔아이","실적2018",764
"녹원씨엔아이","실적2019",623
"녹원씨엔아이","실적2020",NA
"농심","실적2017",22083
"농심","실적2018",22364
"농심","실적2019",23439
"농심","실적2020",26419
"농심홀딩스","실적2017",4966
"농심홀딩스","실적2018",5432
"농심홀딩스","실적2019",5367
"농심홀딩스","실적2020",NA
"농우바이오","실적2017",1045
"농우바이오","실적2018",1040
"농우바이오","실적2019",1213
"농우바이오","실적2020",NA
"누리텔레콤","실적2017",1176
"누리텔레콤","실적2018",1904
"누리텔레콤","실적2019",1479
"누리텔레콤","실적2020",837
"누리플랜","실적2017",356
"누리플랜","실적2018",477
"누리플랜","실적2019",913
"누리플랜","실적2020",NA
"뉴로스","실적2017",448
"뉴로스","실적2018",513
"뉴로스","실적2019",593
"뉴로스","실적2020",NA
"뉴보텍","실적2017",410
"뉴보텍","실적2018",400
"뉴보텍","실적2019",418
"뉴보텍","실적2020",NA
"뉴인텍","실적2017",503
"뉴인텍","실적2018",501
"뉴인텍","실적2019",544
"뉴인텍","실적2020",NA
"뉴지랩","실적2017",306
"뉴지랩","실적2018",186
"뉴지랩","실적2019",958
"뉴지랩","실적2020",NA
"뉴트리","실적2017",604
"뉴트리","실적2018",872
"뉴트리","실적2019",1251
"뉴트리","실적2020",1802
"뉴파워프라즈마","실적2017",1045
"뉴파워프라즈마","실적2018",734
"뉴파워프라즈마","실적2019",602
"뉴파워프라즈마","실적2020",NA
"뉴프라이드","실적2017",376
"뉴프라이드","실적2018",270
"뉴프라이드","실적2019",398
"뉴프라이드","실적2020",NA
"뉴프렉스","실적2017",1527
"뉴프렉스","실적2018",1955
"뉴프렉스","실적2019",1283
"뉴프렉스","실적2020",NA
