"company","year","debt"
"광주신세계","실적2020",NA
"광진실업","실적2017",34
"광진실업","실적2018",24
"광진실업","실적2019",28
"광진실업","실적2020",NA
"광진윈텍","실적2017",145
"광진윈텍","실적2018",170
"광진윈텍","실적2019",118
"광진윈텍","실적2020",NA
"교보10호기업인수목적","실적2017",NA
"교보10호기업인수목적","실적2018",NA
"교보10호기업인수목적","실적2019",NA
"교보10호기업인수목적","실적2020",NA
"교보8호스팩","실적2017",NA
"교보8호스팩","실적2018",15
"교보8호스팩","실적2019",16
"교보8호스팩","실적2020",NA
"교보9호스팩","실적2017",NA
"교보9호스팩","실적2018",NA
"교보9호스팩","실적2019",21
"교보9호스팩","실적2020",NA
"교보증권","실적2017",739
"교보증권","실적2018",732
"교보증권","실적2019",724
"교보증권","실적2020",NA
"교촌에프앤비","실적2017",125
"교촌에프앤비","실적2018",104
"교촌에프앤비","실적2019",97
"교촌에프앤비","실적2020",NA
"구영테크","실적2017",235
"구영테크","실적2018",194
"구영테크","실적2019",188
"구영테크","실적2020",NA
"국도화학","실적2017",68
"국도화학","실적2018",71
"국도화학","실적2019",71
"국도화학","실적2020",NA
"국동","실적2017",149
"국동","실적2018",156
"국동","실적2019",106
"국동","실적2020",NA
"국보","실적2017",310
"국보","실적2018",259
"국보","실적2019",203
"국보","실적2020",NA
"국보디자인","실적2017",65
"국보디자인","실적2018",61
"국보디자인","실적2019",80
"국보디자인","실적2020",NA
"국순당","실적2017",9
"국순당","실적2018",10
"국순당","실적2019",23
"국순당","실적2020",NA
"국영지앤엠","실적2017",25
"국영지앤엠","실적2018",16
"국영지앤엠","실적2019",29
"국영지앤엠","실적2020",NA
"국일신동","실적2017",15
"국일신동","실적2018",14
"국일신동","실적2019",12
"국일신동","실적2020",NA
"국일제지","실적2017",84
"국일제지","실적2018",104
"국일제지","실적2019",185
"국일제지","실적2020",NA
"국제약품","실적2017",94
"국제약품","실적2018",83
"국제약품","실적2019",120
"국제약품","실적2020",NA
"그리티","실적2017",30
"그리티","실적2018",28
"그리티","실적2019",24
"그리티","실적2020",NA
"그린케미칼","실적2017",77
"그린케미칼","실적2018",76
"그린케미칼","실적2019",72
"그린케미칼","실적2020",NA
"그린플러스","실적2017",73
"그린플러스","실적2018",165
"그린플러스","실적2019",93
"그린플러스","실적2020",NA
"극동유화","실적2017",80
"극동유화","실적2018",75
"극동유화","실적2019",71
"극동유화","실적2020",NA
"글로벌에스엠","실적2017",47
"글로벌에스엠","실적2018",46
"글로벌에스엠","실적2019",41
"글로벌에스엠","실적2020",NA
"글로벌텍스프리","실적2017",18
"글로벌텍스프리","실적2018",51
"글로벌텍스프리","실적2019",73
"글로벌텍스프리","실적2020",NA
"글로본","실적2017",19
"글로본","실적2018",69
"글로본","실적2019",60
"글로본","실적2020",NA
"글로스퍼랩스","실적2017",30
"글로스퍼랩스","실적2018",151
"글로스퍼랩스","실적2019",97
"글로스퍼랩스","실적2020",NA
"금강공업","실적2017",128
"금강공업","실적2018",140
"금강공업","실적2019",141
"금강공업","실적2020",NA
"금강철강","실적2017",20
"금강철강","실적2018",22
"금강철강","실적2019",24
"금강철강","실적2020",NA
"금비","실적2017",64
"금비","실적2018",61
"금비","실적2019",59
"금비","실적2020",NA
"금양","실적2017",240
"금양","실적2018",157
"금양","실적2019",228
"금양","실적2020",NA
"금호산업","실적2017",227
"금호산업","실적2018",231
"금호산업","실적2019",255
"금호산업","실적2020",NA
"금호석유화학","실적2017",134
"금호석유화학","실적2018",96
"금호석유화학","실적2019",72
"금호석유화학","실적2020",NA
"금호에이치티","실적2017",65
"금호에이치티","실적2018",90
"금호에이치티","실적2019",86
"금호에이치티","실적2020",NA
"금호전기","실적2017",196
"금호전기","실적2018",390
"금호전기","실적2019",333
"금호전기","실적2020",NA
"금호타이어","실적2017",389
"금호타이어","실적2018",214
"금호타이어","실적2019",203
"금호타이어","실적2020",NA
"금화피에스시","실적2017",25
"금화피에스시","실적2018",18
"금화피에스시","실적2019",17
"금화피에스시","실적2020",NA
"기가레인","실적2017",104
"기가레인","실적2018",161
"기가레인","실적2019",319
"기가레인","실적2020",NA
"기산텔레콤","실적2017",100
"기산텔레콤","실적2018",77
"기산텔레콤","실적2019",92
"기산텔레콤","실적2020",NA
"기신정기","실적2017",5
"기신정기","실적2018",5
"기신정기","실적2019",6
"기신정기","실적2020",NA
"기아자동차","실적2017",94
"기아자동차","실적2018",90
"기아자동차","실적2019",90
"기아자동차","실적2020",NA
"기업은행","실적2017",1284
"기업은행","실적2018",1272
"기업은행","실적2019",1296
"기업은행","실적2020",NA
"까뮤이앤씨","실적2017",136
"까뮤이앤씨","실적2018",138
"까뮤이앤씨","실적2019",138
"까뮤이앤씨","실적2020",NA
"까스텔바작","실적2017",22
"까스텔바작","실적2018",26
"까스텔바작","실적2019",16
"까스텔바작","실적2020",NA
"깨끗한나라","실적2017",204
"깨끗한나라","실적2018",243
"깨끗한나라","실적2019",231
"깨끗한나라","실적2020",NA
"나노","실적2017",103
"나노","실적2018",82
"나노","실적2019",87
"나노","실적2020",NA
"나노브릭","실적2017",2396
"나노브릭","실적2018",1086
"나노브릭","실적2019",73
"나노브릭","실적2020",NA
"나노스","실적2017",147
"나노스","실적2018",176
"나노스","실적2019",126
"나노스","실적2020",NA
"나노신소재","실적2017",7
"나노신소재","실적2018",10
"나노신소재","실적2019",8
"나노신소재","실적2020",NA
"나노엔텍","실적2017",78
"나노엔텍","실적2018",19
"나노엔텍","실적2019",13
"나노엔텍","실적2020",NA
"나노캠텍","실적2017",34
"나노캠텍","실적2018",64
"나노캠텍","실적2019",22
"나노캠텍","실적2020",NA
"나라엠앤디","실적2017",136
"나라엠앤디","실적2018",139
"나라엠앤디","실적2019",169
"나라엠앤디","실적2020",NA
"나무가","실적2017",365
"나무가","실적2018",235
"나무가","실적2019",339
"나무가","실적2020",NA
"나무기술","실적2017",273
"나무기술","실적2018",162
"나무기술","실적2019",213
"나무기술","실적2020",NA
"나스미디어","실적2017",147
"나스미디어","실적2018",113
"나스미디어","실적2019",132
"나스미디어","실적2020",NA
"나우IB","실적2017",2
"나우IB","실적2018",1
"나우IB","실적2019",2
"나우IB","실적2020",NA
"나이벡","실적2017",108
"나이벡","실적2018",111
"나이벡","실적2019",30
"나이벡","실적2020",NA
"나이스디앤비","실적2017",21
"나이스디앤비","실적2018",25
"나이스디앤비","실적2019",30
"나이스디앤비","실적2020",NA
"나이스정보통신","실적2017",173
"나이스정보통신","실적2018",164
"나이스정보통신","실적2019",177
"나이스정보통신","실적2020",NA
"나인테크","실적2017",26
"나인테크","실적2018",1138
"나인테크","실적2019",374
"나인테크","실적2020",NA
"남광토건","실적2017",284
"남광토건","실적2018",203
"남광토건","실적2019",283
"남광토건","실적2020",NA
"남선알미늄","실적2017",92
"남선알미늄","실적2018",79
"남선알미늄","실적2019",65
"남선알미늄","실적2020",NA
"남성","실적2017",132
"남성","실적2018",147
"남성","실적2019",138
"남성","실적2020",NA
"남양유업","실적2017",15
"남양유업","실적2018",18
"남양유업","실적2019",15
"남양유업","실적2020",NA
"남해화학","실적2017",32
"남해화학","실적2018",29
"남해화학","실적2019",33
"남해화학","실적2020",NA
"남화산업","실적2017",11
"남화산업","실적2018",9
"남화산업","실적2019",9
"남화산업","실적2020",NA
"남화토건","실적2017",16
"남화토건","실적2018",16
"남화토건","실적2019",17
"남화토건","실적2020",NA
"내츄럴엔도텍","실적2017",56
"내츄럴엔도텍","실적2018",67
"내츄럴엔도텍","실적2019",138
"내츄럴엔도텍","실적2020",NA
"네스엠","실적2017",12
"네스엠","실적2018",10
"네스엠","실적2019",21
"네스엠","실적2020",NA
"네오셈","실적2017",101
"네오셈","실적2018",95
"네오셈","실적2019",71
"네오셈","실적2020",NA
"네오오토","실적2017",89
"네오오토","실적2018",83
"네오오토","실적2019",77
"네오오토","실적2020",NA
"네오위즈","실적2017",16
"네오위즈","실적2018",22
"네오위즈","실적2019",21
"네오위즈","실적2020",NA
"네오위즈홀딩스","실적2017",10
"네오위즈홀딩스","실적2018",14
"네오위즈홀딩스","실적2019",13
"네오위즈홀딩스","실적2020",NA
"네오크레마","실적2017",33
"네오크레마","실적2018",39
"네오크레마","실적2019",24
"네오크레마","실적2020",NA
"네오티스","실적2017",75
"네오티스","실적2018",94
"네오티스","실적2019",98
"네오티스","실적2020",NA
"네오팜","실적2017",19
"네오팜","실적2018",23
"네오팜","실적2019",16
"네오팜","실적2020",NA
"네오펙트","실적2017",-159
"네오펙트","실적2018",27
"네오펙트","실적2019",274
"네오펙트","실적2020",NA
"네온테크","실적2017",239
"네온테크","실적2018",171
"네온테크","실적2019",200
"네온테크","실적2020",NA
"네이블커뮤니케이션즈","실적2017",15
"네이블커뮤니케이션즈","실적2018",15
"네이블커뮤니케이션즈","실적2019",8
"네이블커뮤니케이션즈","실적2020",NA
"네이처셀","실적2017",30
"네이처셀","실적2018",22
"네이처셀","실적2019",13
"네이처셀","실적2020",NA
"네패스","실적2017",154
"네패스","실적2018",99
"네패스","실적2019",174
"네패스","실적2020",NA
"네패스아크","실적2017",NA
"네패스아크","실적2018",NA
"네패스아크","실적2019",402
"네패스아크","실적2020",NA
"넥센","실적2017",18
"넥센","실적2018",103
"넥센","실적2019",103
"넥센","실적2020",NA
"넥센타이어","실적2017",108
"넥센타이어","실적2018",127
"넥센타이어","실적2019",120
"넥센타이어","실적2020",NA
"넥스턴","실적2017",3
"넥스턴","실적2018",18
"넥스턴","실적2019",5
"넥스턴","실적2020",NA
"넥스트BT","실적2017",145
"넥스트BT","실적2018",45
"넥스트BT","실적2019",75
"넥스트BT","실적2020",NA
"넥스트사이언스","실적2017",19
"넥스트사이언스","실적2018",121
"넥스트사이언스","실적2019",59
"넥스트사이언스","실적2020",NA
"넥스트아이","실적2017",84
"넥스트아이","실적2018",49
"넥스트아이","실적2019",56
"넥스트아이","실적2020",NA
"넥스틴","실적2017",-328
"넥스틴","실적2018",470
"넥스틴","실적2019",1183
"넥스틴","실적2020",NA
"넥슨지티","실적2017",40
"넥슨지티","실적2018",65
"넥슨지티","실적2019",34
"넥슨지티","실적2020",NA
"넵튠","실적2017",33
"넵튠","실적2018",88
"넵튠","실적2019",86
"넵튠","실적2020",NA
"넷게임즈","실적2017",45
"넷게임즈","실적2018",57
"넷게임즈","실적2019",91
"넷게임즈","실적2020",NA
"넷마블","실적2017",19
"넷마블","실적2018",19
"넷마블","실적2019",24
"넷마블","실적2020",NA
"노랑풍선","실적2017",181
"노랑풍선","실적2018",145
"노랑풍선","실적2019",104
"노랑풍선","실적2020",NA
"노루페인트","실적2017",97
"노루페인트","실적2018",97
"노루페인트","실적2019",94
"노루페인트","실적2020",NA
"노루홀딩스","실적2017",71
"노루홀딩스","실적2018",75
"노루홀딩스","실적2019",77
"노루홀딩스","실적2020",NA
"노바렉스","실적2017",37
"노바렉스","실적2018",34
"노바렉스","실적2019",68
"노바렉스","실적2020",NA
"노바텍","실적2017",16
"노바텍","실적2018",6
"노바텍","실적2019",19
"노바텍","실적2020",NA
"노터스","실적2017",97
"노터스","실적2018",103
"노터스","실적2019",43
"노터스","실적2020",NA
"녹십자","실적2017",53
"녹십자","실적2018",53
"녹십자","실적2019",65
"녹십자","실적2020",NA
"녹십자랩셀","실적2017",14
"녹십자랩셀","실적2018",20
"녹십자랩셀","실적2019",42
"녹십자랩셀","실적2020",NA
"녹십자셀","실적2017",150
"녹십자셀","실적2018",85
"녹십자셀","실적2019",80
"녹십자셀","실적2020",NA
"녹십자엠에스","실적2017",129
"녹십자엠에스","실적2018",281
"녹십자엠에스","실적2019",75
"녹십자엠에스","실적2020",NA
"녹십자웰빙","실적2017",32
"녹십자웰빙","실적2018",35
"녹십자웰빙","실적2019",28
"녹십자웰빙","실적2020",NA
"녹십자홀딩스","실적2017",77
"녹십자홀딩스","실적2018",80
"녹십자홀딩스","실적2019",84
"녹십자홀딩스","실적2020",NA
"녹원씨엔아이","실적2017",134
"녹원씨엔아이","실적2018",63
"녹원씨엔아이","실적2019",51
"녹원씨엔아이","실적2020",NA
"농심","실적2017",33
"농심","실적2018",33
"농심","실적2019",36
"농심","실적2020",NA
"농심홀딩스","실적2017",32
"농심홀딩스","실적2018",33
"농심홀딩스","실적2019",31
"농심홀딩스","실적2020",NA
"농우바이오","실적2017",37
"농우바이오","실적2018",15
"농우바이오","실적2019",25
"농우바이오","실적2020",NA
"누리텔레콤","실적2017",184
"누리텔레콤","실적2018",110
"누리텔레콤","실적2019",88
"누리텔레콤","실적2020",NA
"누리플랜","실적2017",87
"누리플랜","실적2018",113
"누리플랜","실적2019",329
"누리플랜","실적2020",NA
"뉴로스","실적2017",135
"뉴로스","실적2018",166
"뉴로스","실적2019",169
"뉴로스","실적2020",NA
"뉴보텍","실적2017",87
"뉴보텍","실적2018",61
"뉴보텍","실적2019",67
"뉴보텍","실적2020",NA
"뉴인텍","실적2017",197
"뉴인텍","실적2018",196
"뉴인텍","실적2019",84
"뉴인텍","실적2020",NA
"뉴지랩","실적2017",93
"뉴지랩","실적2018",84
"뉴지랩","실적2019",76
"뉴지랩","실적2020",NA
"뉴트리","실적2017",242
"뉴트리","실적2018",20
"뉴트리","실적2019",32
"뉴트리","실적2020",NA
"뉴파워프라즈마","실적2017",17
"뉴파워프라즈마","실적2018",10
"뉴파워프라즈마","실적2019",11
"뉴파워프라즈마","실적2020",NA
"뉴프라이드","실적2017",54
"뉴프라이드","실적2018",54
"뉴프라이드","실적2019",233
"뉴프라이드","실적2020",NA
"뉴프렉스","실적2017",155
"뉴프렉스","실적2018",138
"뉴프렉스","실적2019",176
"뉴프렉스","실적2020",NA
"다나와","실적2017",20
"다나와","실적2018",20
"다나와","실적2019",40
"다나와","실적2020",NA
"다날","실적2017",161
"다날","실적2018",184
"다날","실적2019",156
"다날","실적2020",NA
"다믈멀티미디어","실적2017",171
"다믈멀티미디어","실적2018",76
"다믈멀티미디어","실적2019",57
"다믈멀티미디어","실적2020",NA
"다산네트웍스","실적2017",111
"다산네트웍스","실적2018",118
"다산네트웍스","실적2019",95
"다산네트웍스","실적2020",NA
"다스코","실적2017",86
"다스코","실적2018",67
"다스코","실적2019",74
"다스코","실적2020",NA
"다우기술","실적2017",557
"다우기술","실적2018",675
"다우기술","실적2019",807
"다우기술","실적2020",NA
"다우데이타","실적2017",526
"다우데이타","실적2018",650
"다우데이타","실적2019",787
"다우데이타","실적2020",NA
"다원시스","실적2017",95
"다원시스","실적2018",79
"다원시스","실적2019",154
"다원시스","실적2020",NA
"대교","실적2017",26
"대교","실적2018",34
"대교","실적2019",50
"대교","실적2020",NA
"대구백화점","실적2017",105
"대구백화점","실적2018",125
"대구백화점","실적2019",135
"대구백화점","실적2020",NA
"대덕","실적2017",16
"대덕","실적2018",15
"대덕","실적2019",15
"대덕","실적2020",NA
"대덕전자","실적2017",NA
"대덕전자","실적2018",NA
"대덕전자","실적2019",NA
"대덕전자","실적2020",NA
"대동공업","실적2017",233
"대동공업","실적2018",255
"대동공업","실적2019",270
"대동공업","실적2020",NA
"대동금속","실적2017",151
"대동금속","실적2018",157
"대동금속","실적2019",207
"대동금속","실적2020",NA
"대동기어","실적2017",204
"대동기어","실적2018",193
